Dir	20110309114500	2020-07-12T13:08:43.823Z	Z
Dir	20110309115700	2020-07-12T13:08:43.846Z	Z
Dir	20110311144600	2020-07-12T13:08:43.923Z	Z
Dir	20110311151500	2020-07-12T13:08:43.972Z	Z
Dir	20110312035900	2020-07-12T13:08:43.994Z	Z
Dir	20110315223100	2020-07-12T13:08:44.120Z	Z
Dir	20110407233200	2020-07-12T13:08:44.185Z	Z
Dir	20110411171600	2020-07-12T13:08:44.258Z	Z
Dir	20110411180500	2020-07-12T13:08:44.271Z	Z
Dir	20110411183600	2020-07-12T13:08:44.284Z	Z
Dir	20110411204200	2020-07-12T13:08:44.299Z	Z
Dir	20110411220500	2020-07-12T13:08:44.313Z	Z
Dir	20110412080800	2020-07-12T13:08:44.376Z	Z
Dir	20110412140700	2020-07-12T13:08:44.422Z	Z
Dir	20110421223700	2020-07-12T13:08:44.476Z	Z
Dir	20110422011100	2020-07-12T13:08:44.500Z	Z
Dir	20110423002500	2020-07-12T13:08:44.529Z	Z
Dir	20110424122500	2020-07-12T13:08:44.554Z	Z
Dir	20110426211200	2020-07-12T13:08:44.599Z	Z
Dir	20110427192700	2020-07-12T13:08:44.621Z	Z
Dir	20110428182800	2020-07-12T13:08:44.642Z	Z
